"","vazaoMedia","vazaoAtual","milimitroHora","milimitroDia","milimitroSeteDias","temperatura","velocidadeVento","costa","cidade","vegetacao","montanha","solo","notas","alagou"
"1671",20302,37652,28,24,34,30,36,"False","False","True","True","Arenoso",NA,"True"
"1672",13881,13704,17,67,92,13,62,"False","False","True","False","Argiloso","Mare alta","False"
"1673",14926,19266,0,29,70,32,19,"False","False","False","False","Argiloso",NA,"False"
"1674",74390,79415,0,56,64,8,8,"False","False","True","False","Arenoso",NA,"False"
"1675",26900,31167,14,53,156,-4,54,"True","True","False","True","Arenoso",NA,"False"
"1676",92404,113708,34,80,383,30,29,"True","True","True","True","humífero",NA,"False"
"1677",45548,52522,0,78,14,4,13,"True","False","True","False","Arenoso","Mare alta","True"
"1678",32132,43662,38,23,277,1,65,"True","False","True","True","Arenoso","Mare alta","True"
"1679",38675,36380,1,28,257,18,15,"True","False","False","True","Arenoso",NA,"False"
"1680",12576,16386,0,31,25,24,27,"False","True","True","True","Humífero",NA,"False"
"1681",2169,1791,0,57,85,14,33,"False","False","True","True","Argiloso","Queimada Recente","False"
"1682",61931,97275,25,45,13,11,58,"False","False","False","False","Arenoso",NA,"True"
"1683",58154,63467,0,8,113,20,5,"False","True","True","True","Argiloso",NA,"False"
"1684",19564,29357,0,65,349,22,5,"True","False","True","True","Arenoso",NA,"True"
"1685",121001,216937,3,69,451,27,10,"True","False","True","False","Arenoso",NA,"True"
"1686",48500,34525,13,4,109,25,26,"True","True","False","True","Arenoso",NA,"False"
"1687",102260,159389,0,3,72,28,17,"False","False","True","True","Arenoso",NA,"True"
"1688",28665,42461,0,22,203,24,8,"False","False","True","True","Arenoso",NA,"False"
"1689",6182,4962,0,6,60,1,13,"True","False","True","False","Arenoso",NA,"False"
"1690",44622,39624,0,32,19,20,25,"False","False","True","False","Argiloso",NA,"False"
"1691",82555,77818,0,8,193,7,16,"False","False","False","False","Arenoso",NA,"False"
"1692",64857,81503,0,1,285,23,26,"False","True","False","False","Argiloso","Historicamente alagavel","False"
"1693",6425,5733,30,53,50,14,76,"False","False","True","False","Arenoso",NA,"False"
"1694",14777,20257,0,88,249,37,14,"True","True","True","True","Argiloso",NA,"True"
"1695",99599,171153,4,10,173,-1,35,"False","True","True","False","Arenoso",NA,"True"
"1696",140387,184851,4,68,21,26,11,"False","False","True","False","Argiloso",NA,"False"
"1697",61960,59778,52,0,135,13,55,"False","False","False","False","humífero",NA,"False"
"1698",56035,77483,16,46,291,18,34,"False","False","True","False","Arenoso",NA,"False"
"1699",81719,70653,0,11,158,12,8,"False","False","True","False","Arenoso",NA,"False"
"1700",63454,78518,0,28,88,23,15,"False","True","True","True","humífero",NA,"False"
"1701",164041,241052,35,90,83,11,51,"False","True","False","False","Argiloso",NA,"False"
"1702",19671,31764,5,17,61,20,21,"False","True","True","True","humífero",NA,"True"
"1703",36896,41353,31,16,173,14,37,"False","True","False","False","Arenoso","Mare alta","False"
"1704",59003,79290,13,43,255,34,58,"True","False","True","False","Arenoso",NA,"False"
"1705",78133,109541,0,75,149,21,19,"True","True","False","False","Arenoso",NA,"False"
"1706",40443,43542,0,2,236,15,15,"True","False","True","True","Argiloso",NA,"False"
"1707",73016,100054,0,63,4,17,7,"False","False","False","True","Argiloso",NA,"False"
"1708",131793,140576,0,6,88,12,14,"False","False","True","False","Arenoso","Mare alta","False"
"1709",37011,44178,0,9,111,21,17,"True","True","True","False","Argiloso",NA,"False"
"1710",100366,81575,0,46,10,28,9,"False","False","True","False","Arenoso",NA,"False"
"1711",105940,175500,0,2,41,25,17,"False","False","True","True","Arenoso","Queimada Recente","True"
"1712",35259,42930,0,70,104,23,19,"False","False","True","False","Arenoso",NA,"False"
"1713",76244,110445,0,48,49,37,5,"False","True","False","False","Arenoso",NA,"False"
"1714",46119,53684,26,10,325,21,40,"False","True","False","False","Arenoso",NA,"False"
"1715",67248,90719,0,25,149,30,17,"False","False","True","True","Arenoso",NA,"False"
"1716",52515,41785,0,32,470,30,31,"True","True","True","False","Humífero",NA,"True"
"1717",150928,91987,53,32,2,27,52,"True","False","False","False","Humífero",NA,"False"
"1718",46061,42314,12,32,145,21,22,"False","False","False","False","Argiloso",NA,"False"
"1719",75291,76106,0,10,265,32,4,"True","False","False","False","Humífero",NA,"False"
"1720",178600,194181,3,49,38,2,9,"False","True","True","True","humífero",NA,"False"
"1721",110677,112729,29,38,384,17,22,"False","False","True","False","Arenoso",NA,"False"
"1722",4757,5488,43,10,409,12,60,"True","False","True","True","Argiloso",NA,"False"
"1723",13290,17984,27,0,205,18,23,"True","False","True","False","Argiloso",NA,"False"
"1724",77719,45424,38,3,35,-1,39,"False","True","False","False","Argiloso",NA,"False"
"1725",111581,194927,0,55,95,16,9,"False","True","True","False","Arenoso",NA,"True"
"1726",129892,198843,0,9,275,12,3,"False","False","False","True","Humífero",NA,"True"
"1727",111393,119885,0,94,231,33,3,"False","True","False","False","Arenoso",NA,"False"
"1728",33932,30799,0,11,218,-2,18,"False","True","True","True","Arenoso",NA,"False"
"1729",107418,118155,48,4,38,34,37,"False","False","True","False","Arenoso",NA,"False"
"1730",23456,20929,41,17,237,21,56,"False","False","False","False","Arenoso",NA,"True"
"1731",22527,27006,0,29,60,29,15,"False","False","True","False","Arenoso",NA,"False"
"1732",82345,86126,21,21,212,19,56,"False","False","True","False","Arenoso",NA,"False"
"1733",12028,16549,0,62,166,13,18,"False","False","False","False","Arenoso",NA,"False"
"1734",89033,115674,0,26,153,9,11,"False","False","True","False","Argiloso",NA,"False"
"1735",36787,47606,0,11,32,32,32,"False","False","True","True","Argiloso",NA,"True"
"1736",43803,31021,29,52,53,26,56,"False","False","True","True","Argiloso",NA,"False"
"1737",40051,42573,0,64,72,34,23,"False","True","False","False","Argiloso",NA,"False"
"1738",84106,109307,39,1,199,26,54,"False","False","False","False","Arenoso",NA,"False"
"1739",159616,163254,31,33,297,26,53,"False","True","False","False","Arenoso",NA,"False"
"1740",51472,38731,42,21,89,25,31,"False","False","False","True","Argiloso",NA,"False"
"1741",30132,32336,10,7,73,21,50,"True","True","True","False","Arenoso",NA,"False"
"1742",63139,50082,56,12,287,15,82,"False","False","True","False","Arenoso",NA,"False"
"1743",96346,116523,13,81,216,5,56,"False","False","True","True","humífero",NA,"False"
"1744",124580,94670,4,56,426,19,17,"True","False","False","False","Argiloso",NA,"False"
"1745",11532,19590,0,23,13,19,26,"False","False","False","True","Arenoso",NA,"True"
"1746",50954,45474,22,86,445,14,35,"False","True","True","False","Arenoso",NA,"True"
"1747",49627,57132,17,6,271,4,59,"True","False","True","False","humífero",NA,"False"
"1748",50009,36502,0,44,315,21,14,"False","False","True","False","Arenoso","Queimada Recente","False"
"1749",46827,69776,26,5,59,21,50,"False","True","True","False","Arenoso",NA,"False"
"1750",134468,233833,0,11,185,18,9,"False","False","True","False","Argiloso","Historicamente alagavel","True"
"1751",58112,43126,0,68,245,4,19,"False","False","False","True","Argiloso","Mare alta","False"
"1752",24559,36202,0,38,301,21,7,"False","True","True","True","Argiloso",NA,"False"
"1753",8554,7169,27,19,203,13,42,"True","False","True","False","Arenoso",NA,"False"
"1754",120055,77897,0,42,19,27,14,"False","False","True","True","Arenoso",NA,"False"
"1755",98408,136043,0,15,119,23,16,"False","True","True","False","Humífero",NA,"False"
"1756",73624,69352,21,29,279,12,47,"True","True","False","True","Argiloso",NA,"False"
"1757",33636,32647,29,22,66,27,49,"False","False","True","True","Humífero",NA,"False"
"1758",125465,68083,0,20,112,31,21,"True","False","True","True","Arenoso",NA,"True"
"1759",134891,128010,42,43,202,0,61,"False","False","True","False","Arenoso",NA,"False"
"1760",146594,213102,0,20,19,31,16,"True","False","False","True","Arenoso",NA,"True"
"1761",115380,145178,0,23,20,32,10,"True","False","True","True","Arenoso",NA,"True"
"1762",83298,89470,22,21,136,26,68,"False","False","True","True","Arenoso",NA,"False"
"1763",23080,17387,0,4,322,22,23,"True","True","True","False","Humífero",NA,"False"
"1764",112897,90088,0,57,338,30,4,"False","True","True","True","Arenoso",NA,"False"
"1765",29584,25440,6,11,287,12,14,"True","False","True","False","Argiloso",NA,"False"
"1766",21911,33655,0,18,177,10,21,"False","False","True","False","Humífero",NA,"True"
"1767",53348,52818,0,37,46,20,21,"True","False","False","False","Arenoso",NA,"False"
"1768",6508,4344,0,11,178,20,26,"False","False","True","True","Arenoso",NA,"False"
"1769",70968,75404,0,76,70,30,36,"False","True","False","False","Argiloso",NA,"False"
"1770",57231,53622,42,6,346,32,67,"False","False","True","False","Arenoso",NA,"False"
"1771",22136,23925,35,42,351,14,25,"False","False","True","False","Humífero",NA,"False"
"1772",142836,188046,0,8,28,24,27,"True","False","True","False","Argiloso",NA,"False"
"1773",135560,117718,6,32,395,14,21,"False","True","True","False","Arenoso",NA,"False"
"1774",85974,98993,0,2,135,25,34,"False","True","True","False","Argiloso",NA,"False"
"1775",10157,7065,0,54,186,16,7,"False","False","True","False","Argiloso",NA,"False"
"1776",9477,8027,0,38,97,11,16,"False","False","False","True","humífero","Mare alta","False"
"1777",44204,51040,0,10,4,40,8,"False","False","True","False","Arenoso",NA,"False"
"1778",69782,99794,33,37,87,22,26,"False","True","False","True","Arenoso","Historicamente alagavel","False"
"1779",121104,112376,9,1,184,36,7,"True","False","True","False","Arenoso",NA,"False"
"1780",78256,81935,0,15,146,5,11,"True","False","True","True","Argiloso",NA,"False"
"1781",35609,35994,7,36,61,30,22,"True","True","True","True","Arenoso",NA,"False"
"1782",20858,25996,0,86,326,26,15,"False","False","False","True","Arenoso",NA,"False"
"1783",18049,21401,0,28,107,30,12,"True","False","False","True","Arenoso",NA,"False"
"1784",85954,112552,45,80,247,25,44,"True","False","False","True","Arenoso",NA,"True"
"1785",4044,5694,9,25,348,22,3,"True","False","True","False","Humífero",NA,"False"
"1786",13041,14695,4,48,242,9,8,"False","False","False","False","Arenoso",NA,"False"
"1787",144339,256360,7,20,179,14,5,"False","True","True","True","Arenoso",NA,"True"
"1788",25980,28432,53,55,301,31,62,"False","False","True","False","Argiloso","Queimada Recente","False"
"1789",131396,212865,0,65,39,18,9,"False","True","True","False","humífero",NA,"True"
"1790",4443,5118,29,7,411,38,24,"False","False","True","False","Humífero",NA,"False"
"1791",59111,79782,0,7,235,22,10,"False","False","False","True","humífero",NA,"False"
"1792",14953,18757,2,30,131,16,10,"False","False","True","False","Argiloso",NA,"False"
"1793",8567,10754,0,11,169,26,11,"True","True","True","True","Humífero",NA,"False"
"1794",4857,5895,0,6,275,12,24,"False","False","False","False","Arenoso",NA,"False"
"1795",27470,44451,32,0,166,24,37,"True","False","True","True","Humífero",NA,"True"
"1796",58968,48306,4,59,174,29,12,"False","True","True","False","Argiloso",NA,"False"
"1797",8987,15702,21,4,72,22,52,"True","True","True","False","Humífero",NA,"True"
"1798",60748,47448,0,57,36,21,9,"False","True","True","False","Argiloso",NA,"False"
"1799",8158,12403,0,65,366,11,2,"True","True","True","False","Arenoso",NA,"True"
"1800",61216,111860,46,58,324,27,40,"True","False","False","True","Arenoso",NA,"True"
"1801",67979,75232,7,70,24,23,26,"False","False","True","False","Argiloso",NA,"False"
"1802",2622,4848,0,6,37,11,15,"False","False","True","False","Argiloso",NA,"True"
"1803",57116,68885,0,41,288,24,8,"False","False","True","True","Argiloso",NA,"False"
"1804",15961,16923,0,68,396,13,22,"False","False","True","True","humífero",NA,"False"
"1805",23660,23313,16,21,154,26,50,"False","True","False","False","Arenoso",NA,"False"
"1806",82981,67571,9,21,213,32,36,"True","False","False","False","Arenoso",NA,"False"
"1807",177017,203241,36,2,46,23,61,"True","False","False","False","Argiloso",NA,"False"
"1808",53995,70685,0,29,33,14,27,"True","False","False","False","Arenoso",NA,"False"
"1809",54037,97589,49,5,145,24,33,"False","False","True","False","Arenoso","Mare alta","True"
"1810",166794,198539,0,21,229,28,6,"False","True","True","False","Arenoso",NA,"False"
"1811",31078,32767,12,40,102,16,69,"True","True","True","False","Arenoso",NA,"False"
"1812",162736,170337,0,37,257,19,8,"True","False","True","False","Humífero",NA,"False"
"1813",7936,11445,0,13,129,2,37,"False","False","True","False","Arenoso","Queimada Recente","False"
"1814",21587,31318,0,70,304,35,14,"False","False","True","False","Arenoso",NA,"False"
"1815",69500,68047,0,75,326,23,10,"False","False","False","True","Arenoso","Mare alta","False"
"1816",39119,66334,0,9,176,28,4,"False","False","True","False","Arenoso",NA,"True"
"1817",87328,102802,24,63,10,11,20,"False","False","False","True","Arenoso",NA,"False"
"1818",48104,61611,21,28,316,19,76,"True","False","True","True","Arenoso","Historicamente alagavel","False"
"1819",7912,10302,0,34,164,14,14,"True","False","True","False","Arenoso",NA,"False"
"1820",89470,134424,0,41,244,18,12,"False","False","True","False","Arenoso",NA,"True"
"1821",132441,85997,0,7,353,24,22,"True","True","True","False","Arenoso",NA,"False"
"1822",110517,87722,29,6,229,-2,61,"True","True","True","False","Arenoso",NA,"False"
"1823",68802,55069,49,2,16,24,23,"False","False","True","False","Arenoso",NA,"False"
"1824",110607,115130,0,42,333,17,10,"False","True","False","True","Humífero",NA,"False"
"1825",11943,10835,0,2,31,4,21,"False","False","False","True","Humífero",NA,"False"
"1826",108017,124026,0,44,109,21,5,"True","False","True","True","Arenoso","Mare alta","True"
"1827",127179,137454,26,12,287,26,56,"False","False","False","False","Arenoso",NA,"False"
"1828",97611,130542,0,56,270,4,16,"False","False","True","False","Arenoso","Mare alta","False"
"1829",26603,44995,0,65,46,29,2,"False","False","True","False","humífero",NA,"True"
"1830",100128,129445,27,36,204,6,21,"True","False","True","True","Arenoso",NA,"False"
"1831",94253,132132,7,1,107,30,7,"True","False","True","False","Argiloso",NA,"False"
"1832",7206,7737,0,49,240,26,28,"True","True","True","True","Arenoso",NA,"False"
"1833",123318,199518,0,27,187,34,27,"False","False","False","False","Arenoso",NA,"True"
"1834",72073,61578,0,30,200,19,16,"False","True","False","False","Arenoso",NA,"False"
"1835",2840,2832,0,89,152,18,15,"False","True","False","False","Arenoso",NA,"False"
"1836",38836,36303,9,12,341,26,14,"True","False","False","False","Humífero",NA,"False"
"1837",12173,18190,0,3,200,18,9,"True","False","True","False","humífero",NA,"False"
"1838",46347,72199,0,8,46,24,10,"True","False","True","False","humífero",NA,"True"
"1839",154494,292538,0,1,84,2,5,"True","False","True","False","Arenoso",NA,"True"
"1840",111207,160250,4,12,132,21,15,"True","True","True","False","Arenoso","Queimada Recente","False"
"1841",17040,14223,19,96,173,25,29,"True","False","True","False","Humífero",NA,"False"
"1842",85687,77914,0,47,212,14,10,"False","True","True","False","Argiloso",NA,"False"
"1843",71457,70550,9,35,188,11,10,"False","False","True","False","Humífero",NA,"False"
"1844",144640,151032,0,4,139,18,8,"False","False","False","False","Argiloso",NA,"False"
"1845",20515,24148,38,24,31,14,32,"False","True","False","True","Argiloso",NA,"False"
"1846",41917,39649,0,33,208,12,7,"False","False","False","False","Argiloso",NA,"False"
"1847",52592,87839,0,29,45,14,6,"False","False","True","False","Arenoso",NA,"True"
"1848",119064,157927,47,69,167,0,40,"False","False","False","False","Argiloso",NA,"False"
"1849",51750,83424,18,26,318,14,48,"False","False","False","False","Arenoso","Mare alta","True"
"1850",17814,29131,0,6,36,27,8,"False","False","True","True","Argiloso",NA,"True"
"1851",108025,116690,20,1,149,2,54,"False","True","False","True","humífero",NA,"False"
"1852",16690,14109,29,90,12,27,75,"False","True","True","False","Arenoso",NA,"False"
"1853",135388,142751,12,68,120,14,81,"False","True","True","False","Argiloso",NA,"False"
"1854",80195,59755,20,45,35,27,36,"True","False","False","False","Arenoso",NA,"False"
"1855",166382,270036,0,11,350,26,11,"True","False","True","True","Arenoso",NA,"True"
"1856",84218,117161,0,56,189,21,29,"False","False","True","True","Argiloso","Queimada Recente","False"
"1857",32601,23926,6,22,36,18,21,"False","True","False","False","Arenoso","Mare alta","False"
"1858",7923,13858,19,9,187,24,84,"True","False","False","False","Arenoso",NA,"True"
"1859",40852,39066,0,65,103,13,5,"False","True","True","False","Arenoso",NA,"False"
"1860",27652,22544,0,47,277,28,7,"True","True","False","False","Argiloso",NA,"False"
"1861",26004,40830,45,33,393,20,90,"False","False","True","False","Argiloso",NA,"True"
"1862",4789,5400,55,50,319,32,36,"True","True","True","False","Argiloso",NA,"False"
"1863",17729,29433,0,33,204,21,7,"True","False","True","True","Arenoso",NA,"True"
"1864",119291,113566,37,15,121,26,93,"False","False","True","False","Arenoso",NA,"False"
"1865",45114,46417,0,10,303,12,20,"False","True","True","False","Arenoso","Queimada Recente","False"
"1866",98129,79672,0,13,195,27,6,"True","False","True","True","humífero",NA,"False"
"1867",115155,157314,0,32,39,33,33,"True","False","True","False","Argiloso","Mare alta","True"
"1868",44237,43086,0,11,14,27,9,"False","False","False","True","Arenoso","Mare alta","False"
"1869",133608,130085,0,65,19,15,13,"False","False","True","False","Argiloso",NA,"False"
"1870",38598,44328,27,66,289,27,40,"True","False","True","False","Arenoso",NA,"False"
"1871",94344,74161,0,36,260,26,23,"False","False","True","True","Arenoso",NA,"False"
"1872",48385,66371,0,40,277,28,13,"False","False","False","False","Arenoso",NA,"False"
"1873",56400,77362,0,19,220,26,5,"False","False","False","False","Arenoso",NA,"False"
"1874",27007,23322,33,13,291,21,56,"True","False","True","False","Humífero",NA,"False"
"1875",26514,31696,8,53,65,33,29,"False","True","True","False","Argiloso",NA,"False"
"1876",49516,50766,0,9,80,21,18,"False","False","True","False","Argiloso",NA,"False"
"1877",69295,90739,0,25,211,11,8,"False","True","True","False","Arenoso",NA,"False"
"1878",62630,62243,0,8,6,25,11,"True","True","True","False","Arenoso",NA,"False"
"1879",56060,47234,28,26,75,19,53,"False","False","True","True","Arenoso",NA,"False"
"1880",165424,110065,10,18,302,26,82,"True","False","False","True","Arenoso",NA,"False"
"1881",7505,9019,0,30,234,28,15,"False","True","False","False","Arenoso",NA,"False"
"1882",128144,195090,32,4,90,26,99,"True","False","True","True","Argiloso",NA,"True"
"1883",44307,72895,10,13,304,24,22,"False","True","True","False","Humífero",NA,"True"
"1884",177449,174655,0,12,52,12,16,"True","False","True","False","Arenoso",NA,"False"
"1885",99289,195518,0,50,66,10,12,"True","False","True","False","Arenoso",NA,"True"
"1886",91470,90352,4,16,93,31,10,"False","False","True","False","Arenoso",NA,"False"
"1887",35951,56364,0,38,75,11,21,"False","True","True","True","Arenoso",NA,"True"
"1888",51216,88503,0,17,168,24,20,"False","True","True","False","Arenoso",NA,"True"
"1889",123821,106181,25,81,347,10,55,"False","False","False","False","Arenoso",NA,"False"
"1890",102707,126802,0,47,13,22,14,"False","False","True","True","Argiloso","Queimada Recente","False"
"1891",96525,89752,0,19,171,18,7,"True","True","True","False","humífero",NA,"False"
"1892",27019,25991,0,8,137,17,15,"False","False","True","False","Arenoso",NA,"False"
"1893",7821,10905,0,73,85,35,30,"True","True","False","False","Argiloso",NA,"False"
"1894",5011,7370,0,27,30,16,7,"False","True","False","True","Arenoso",NA,"False"
"1895",83657,98756,19,51,241,25,23,"False","False","False","False","Arenoso",NA,"False"
"1896",51016,65479,30,22,86,16,57,"False","False","False","False","humífero",NA,"False"
"1897",97101,100829,0,82,235,20,27,"False","False","True","False","Arenoso",NA,"False"
"1898",38128,42949,0,13,247,8,13,"False","False","False","False","Argiloso",NA,"False"
"1899",153045,167791,4,3,246,38,33,"True","False","True","True","humífero",NA,"True"
"1900",133638,151162,5,4,439,22,15,"True","True","False","False","Arenoso",NA,"True"
"1901",170890,282028,46,1,113,10,48,"True","False","True","False","Argiloso",NA,"True"
"1902",37898,37399,12,47,32,25,40,"False","False","True","False","Arenoso",NA,"False"
"1903",25924,14240,0,24,166,4,12,"False","False","False","True","Argiloso",NA,"False"
"1904",6746,5304,0,16,218,22,26,"False","True","True","False","Arenoso",NA,"False"
"1905",94221,125199,0,2,205,10,24,"False","False","True","True","Arenoso",NA,"False"
"1906",26599,32511,14,79,344,17,60,"True","True","False","False","Argiloso",NA,"False"
"1907",82947,68762,15,25,37,21,38,"False","False","True","False","Argiloso",NA,"False"
"1908",69411,84751,0,41,109,21,14,"False","True","True","False","Arenoso",NA,"False"
"1909",95976,133896,27,53,142,22,35,"True","False","True","False","Arenoso",NA,"False"
"1910",120910,95115,9,10,36,31,17,"True","False","True","False","Arenoso",NA,"False"
"1911",29663,28863,0,16,80,28,13,"True","False","True","False","Argiloso",NA,"False"
"1912",92219,105904,21,34,260,17,31,"False","False","False","False","Argiloso",NA,"False"
"1913",24813,28743,0,36,116,18,37,"False","False","True","False","Arenoso",NA,"False"
"1914",103174,127466,28,34,244,23,50,"True","False","True","True","Arenoso",NA,"False"
"1915",22585,17538,0,64,89,29,22,"False","False","False","True","Argiloso",NA,"False"
"1916",92895,124950,5,3,214,23,25,"False","False","True","False","Arenoso",NA,"False"
"1917",29722,45514,0,55,186,23,7,"False","False","True","True","Argiloso",NA,"True"
"1918",91878,84488,13,85,153,22,22,"True","False","True","False","Argiloso",NA,"False"
"1919",35808,30057,12,47,216,21,22,"False","False","True","False","Argiloso",NA,"False"
"1920",42560,51790,0,74,153,13,18,"False","True","False","True","Arenoso",NA,"False"
"1921",107589,145787,0,10,106,21,10,"False","False","False","False","Arenoso",NA,"False"
"1922",20672,13589,38,66,206,6,26,"False","True","False","False","Arenoso","Queimada Recente","False"
"1923",17864,22613,0,29,329,20,21,"False","False","True","False","Arenoso",NA,"False"
"1924",84269,76875,0,93,313,16,20,"False","False","True","False","Arenoso",NA,"False"
"1925",40527,59902,22,4,246,5,39,"True","True","False","False","Humífero",NA,"False"
"1926",5388,6724,0,9,33,7,31,"False","True","True","False","Humífero",NA,"False"
"1927",5024,4795,10,6,209,14,82,"True","False","True","False","Argiloso","Queimada Recente","False"
"1928",93249,158635,0,39,146,6,27,"False","True","True","True","Argiloso","Historicamente alagavel","True"
"1929",59328,56390,22,91,120,12,54,"False","True","True","False","Arenoso","Historicamente alagavel","False"
"1930",94062,85242,5,22,308,7,11,"False","False","True","True","Arenoso",NA,"False"
"1931",166346,236937,0,54,309,17,24,"False","True","True","False","Argiloso","Queimada Recente","False"
"1932",30531,36882,8,12,251,24,30,"False","False","True","False","Argiloso",NA,"False"
"1933",114587,79185,0,38,251,23,13,"True","False","True","False","Arenoso",NA,"False"
"1934",34559,49609,0,87,299,30,11,"False","True","True","False","Argiloso",NA,"False"
"1935",85453,103191,27,26,173,21,24,"False","True","True","True","Arenoso",NA,"False"
"1936",64442,68065,0,1,223,7,10,"False","False","True","False","Arenoso",NA,"False"
"1937",57592,34108,32,47,362,21,53,"True","False","True","False","Arenoso",NA,"False"
"1938",28694,18307,0,9,118,24,12,"True","False","True","True","Argiloso",NA,"False"
"1939",138357,130956,0,32,179,7,12,"True","False","False","False","Arenoso",NA,"False"
"1940",26872,34956,9,18,212,5,6,"True","False","False","True","Arenoso",NA,"False"
"1941",110901,159368,5,29,60,26,11,"False","True","True","True","Argiloso","Queimada Recente","False"
"1942",186756,341181,8,12,275,18,20,"False","False","True","True","Arenoso",NA,"True"
"1943",16635,21945,0,49,238,5,17,"False","False","True","True","Argiloso",NA,"False"
"1944",9388,14813,12,69,258,22,50,"False","False","False","False","Arenoso",NA,"True"
"1945",35060,48134,0,35,44,-1,21,"False","False","True","False","Arenoso","Queimada Recente","False"
"1946",153344,228066,7,17,52,33,10,"False","True","True","False","Argiloso",NA,"False"
"1947",140951,188359,15,4,71,10,24,"False","True","False","True","Humífero",NA,"False"
"1948",13618,11301,0,78,215,35,6,"True","True","False","False","Argiloso",NA,"False"
"1949",72671,81133,0,24,234,5,18,"False","False","True","True","Humífero",NA,"False"
"1950",49374,48036,17,96,80,35,73,"False","False","True","True","Arenoso",NA,"True"
"1951",6801,4083,0,33,239,16,23,"True","False","True","False","Arenoso",NA,"False"
"1952",154911,226088,8,21,59,7,5,"False","False","True","False","Arenoso","Historicamente alagavel","False"
"1953",160288,304473,34,12,11,24,22,"True","False","False","True","Humífero",NA,"True"
"1954",87536,83322,0,24,101,31,32,"False","False","True","False","Argiloso",NA,"False"
"1955",73751,64760,21,15,20,17,24,"True","False","False","True","Arenoso","Historicamente alagavel","False"
"1956",52980,48865,54,25,162,36,90,"False","False","False","False","Arenoso",NA,"True"
"1957",82711,53609,0,4,190,4,35,"False","False","True","False","Arenoso",NA,"False"
"1958",26378,26848,13,5,87,10,75,"False","False","True","False","Arenoso",NA,"False"
"1959",108624,134173,0,44,87,5,8,"False","False","False","False","Argiloso",NA,"False"
"1960",27382,46344,55,48,179,22,90,"True","True","True","False","Arenoso",NA,"True"
"1961",39312,45216,0,10,151,21,7,"True","False","False","True","Argiloso",NA,"False"
"1962",54415,35792,0,48,193,29,6,"True","True","False","True","Arenoso",NA,"False"
"1963",26616,40222,0,5,344,23,36,"False","False","True","False","Argiloso",NA,"True"
"1964",6431,8105,8,26,321,32,28,"False","False","True","False","Humífero","Queimada Recente","False"
"1965",166686,212124,23,48,192,13,62,"False","True","True","False","Arenoso",NA,"False"
"1966",43659,52759,39,11,12,20,82,"False","True","True","True","Arenoso",NA,"False"
"1967",128819,138703,0,85,108,21,16,"False","False","True","False","Argiloso",NA,"False"
"1968",13133,10491,0,1,356,27,9,"False","True","True","True","Arenoso","Queimada Recente","False"
"1969",152850,141105,0,6,217,17,4,"True","True","True","False","Arenoso","Queimada Recente","False"
"1970",35913,35246,0,15,32,28,8,"False","True","True","False","Humífero",NA,"False"
"1971",46171,58058,0,5,31,25,6,"True","False","False","False","Arenoso",NA,"False"
"1972",87233,104976,9,60,172,11,9,"False","True","True","False","Arenoso",NA,"False"
"1973",55204,72280,0,2,122,26,7,"False","False","True","True","Humífero",NA,"False"
"1974",27673,33534,29,41,107,13,27,"False","False","True","False","Argiloso",NA,"False"
"1975",83621,94885,28,28,258,6,39,"True","False","True","False","Argiloso",NA,"False"
"1976",61535,55563,0,36,351,21,17,"False","True","True","False","Arenoso",NA,"False"
"1977",140978,176689,0,52,12,31,6,"True","False","False","True","Argiloso","Mare alta","True"
"1978",71642,67887,0,17,231,14,5,"False","True","True","False","Arenoso","Mare alta","False"
"1979",90193,66818,19,46,270,14,26,"True","False","True","False","humífero",NA,"False"
"1980",112512,141142,0,36,157,13,6,"False","False","True","False","Arenoso",NA,"False"
"1981",46519,43756,0,28,42,20,11,"True","False","False","True","Argiloso","Queimada Recente","False"
"1982",10562,15582,0,8,63,24,14,"False","False","False","False","Arenoso",NA,"False"
"1983",17043,17099,58,12,301,32,77,"False","True","True","True","Argiloso",NA,"True"
"1984",81742,100200,5,24,45,18,12,"True","False","True","True","Argiloso",NA,"False"
"1985",15587,21467,6,49,106,24,19,"False","False","True","False","Humífero",NA,"False"
"1986",105312,83319,0,36,37,26,32,"False","False","False","True","humífero",NA,"False"
"1987",78882,76687,15,4,401,16,87,"False","False","True","False","Argiloso","Mare alta","False"
"1988",143019,228419,17,53,57,16,49,"False","False","True","True","Arenoso",NA,"True"
"1989",46175,50659,0,80,109,27,12,"False","False","False","True","Arenoso",NA,"False"
"1990",19553,17686,0,24,65,26,7,"True","False","False","False","Argiloso",NA,"False"
"1991",76744,102843,40,16,182,19,56,"False","False","True","False","Argiloso","Queimada Recente","False"
"1992",40133,40525,0,80,26,18,13,"True","False","True","False","Argiloso",NA,"False"
"1993",32178,34650,0,56,282,30,18,"True","True","True","True","Arenoso",NA,"False"
"1994",83916,128723,38,14,378,8,51,"True","True","True","False","Argiloso",NA,"True"
"1995",81525,101724,35,43,109,19,58,"False","False","False","False","Argiloso",NA,"False"
"1996",90386,78413,20,73,138,21,25,"False","True","True","True","Arenoso",NA,"False"
"1997",21806,18820,38,1,76,32,40,"False","False","True","False","humífero",NA,"False"
"1998",146734,178844,23,12,111,24,58,"False","False","False","False","Argiloso","Mare alta","False"
"1999",31855,44728,11,55,7,0,29,"False","False","True","False","Argiloso",NA,"False"
