"","vazaoMedia","vazaoAtual","milimitroHora","milimitroDia","milimitroSeteDias","temperatura","velocidadeVento","costa","cidade","vegetacao","montanha","solo","notas","alagou"
"335",138590,173128,10,15,215,9,25,"True","True","False","False","Arenoso","Mare alta","True"
"336",91754,145582,56,57,38,20,64,"False","False","True","False","Humífero",NA,"True"
"337",20818,23667,0,5,250,9,5,"False","False","True","False","Arenoso",NA,"False"
"338",113268,182960,23,26,286,37,39,"False","True","True","True","Argiloso","Mare alta","True"
"339",40356,60669,19,12,54,14,44,"True","True","True","False","Humífero",NA,"True"
"340",38655,21618,0,15,319,12,26,"True","False","True","True","Argiloso",NA,"False"
"341",61976,73327,11,82,52,29,60,"False","False","False","False","Arenoso",NA,"False"
"342",130602,198893,0,42,369,26,20,"False","False","True","False","Arenoso",NA,"True"
"343",142893,192716,0,17,63,28,20,"False","False","True","True","Argiloso",NA,"False"
"344",134761,158654,0,55,221,19,38,"False","False","True","True","Arenoso",NA,"False"
"345",121982,207477,0,10,92,40,26,"True","False","False","False","Argiloso",NA,"True"
"346",45515,49127,0,74,366,16,6,"False","False","True","False","Argiloso","Mare alta","False"
"347",78229,107707,44,76,370,24,42,"True","True","True","False","Arenoso",NA,"True"
"348",30188,49565,0,12,80,10,18,"True","False","True","False","Arenoso",NA,"True"
"349",14103,21660,19,27,341,28,62,"False","False","True","True","Arenoso",NA,"True"
"350",62567,47467,0,18,70,15,14,"False","False","True","False","Arenoso",NA,"False"
"351",126155,163756,33,4,157,18,38,"True","False","True","False","Arenoso",NA,"False"
"352",27835,25519,31,13,134,24,47,"False","False","True","False","Argiloso",NA,"False"
"353",32682,23319,0,32,273,25,11,"True","False","True","False","Arenoso",NA,"False"
"354",70591,67555,0,7,84,14,8,"False","False","True","True","Arenoso",NA,"False"
"355",86554,109806,37,38,407,21,92,"False","False","True","False","Argiloso",NA,"False"
"356",26184,25037,0,18,190,16,16,"False","False","True","True","Argiloso",NA,"False"
"357",45754,42288,0,34,222,21,4,"True","True","True","True","Humífero",NA,"False"
"358",108031,182287,0,28,226,28,35,"False","True","True","False","Humífero",NA,"True"
"359",105454,99223,0,22,13,11,10,"True","False","True","False","Arenoso",NA,"False"
"360",16932,17848,48,5,10,18,37,"False","True","True","True","Arenoso",NA,"False"
"361",157052,145276,16,50,69,21,103,"False","False","True","False","Argiloso",NA,"False"
"362",16066,15628,0,23,242,32,9,"False","False","True","False","Argiloso",NA,"False"
"363",77763,126001,0,2,77,16,6,"False","False","True","False","Argiloso",NA,"True"
"364",19304,22184,0,15,416,9,37,"False","False","True","False","Arenoso",NA,"False"
"365",84169,90555,15,35,7,27,100,"False","False","True","False","Arenoso",NA,"False"
"366",56675,81273,36,32,96,27,53,"False","False","False","True","humífero",NA,"False"
"367",79694,96544,14,14,334,15,57,"False","False","True","False","Arenoso",NA,"False"
"368",138596,223533,0,10,41,20,7,"False","False","False","True","Argiloso",NA,"True"
"369",35176,34782,0,4,72,33,7,"False","False","True","False","Arenoso",NA,"False"
"370",38457,49793,0,66,325,7,8,"False","False","True","False","Humífero",NA,"False"
"371",40005,46065,9,13,56,26,8,"False","False","True","True","Arenoso",NA,"False"
"372",23189,22634,17,90,25,20,69,"False","False","True","False","Arenoso",NA,"False"
"373",74607,53325,0,64,43,22,12,"False","True","True","False","Arenoso","Queimada Recente","False"
"374",54846,41635,0,69,179,20,12,"False","True","False","False","Arenoso","Queimada Recente","False"
"375",60221,70371,0,15,158,26,12,"False","True","False","False","Arenoso","Queimada Recente","False"
"376",146342,138453,32,48,125,13,24,"True","False","False","False","Argiloso",NA,"False"
"377",25940,40133,5,27,170,10,10,"True","False","True","False","Arenoso",NA,"True"
"378",136244,162251,0,35,89,15,14,"False","False","True","True","Argiloso","Queimada Recente","False"
"379",75878,87763,23,55,402,12,21,"False","False","False","False","humífero",NA,"False"
"380",104968,110824,16,30,123,29,27,"False","False","False","False","Arenoso",NA,"False"
"381",145132,217967,0,34,105,34,7,"True","True","True","False","Argiloso","Queimada Recente","True"
"382",19176,11231,0,37,157,27,10,"False","False","True","False","Argiloso",NA,"False"
"383",21656,41866,31,6,347,12,28,"False","False","True","False","Argiloso",NA,"True"
"384",25028,43607,18,8,89,21,39,"False","False","False","False","Arenoso",NA,"True"
"385",10235,10567,0,80,363,24,16,"False","True","False","False","Argiloso",NA,"False"
"386",35331,46771,31,27,144,20,76,"True","False","True","False","Arenoso",NA,"False"
"387",16898,11072,0,6,215,15,34,"False","False","True","False","Arenoso",NA,"False"
"388",23216,28659,0,77,288,22,13,"False","True","False","True","Humífero",NA,"False"
"389",104261,97072,22,6,302,25,50,"True","False","True","False","Argiloso",NA,"False"
"390",66389,73839,59,21,44,28,44,"False","False","True","False","Arenoso",NA,"False"
"391",82640,65079,26,15,107,12,47,"False","True","True","True","Argiloso",NA,"False"
"392",44277,40650,40,53,340,35,29,"False","False","True","True","Arenoso",NA,"True"
"393",100996,138370,0,49,114,26,3,"True","False","True","False","Argiloso",NA,"False"
"394",11235,10224,30,39,5,30,24,"False","True","True","True","Arenoso",NA,"False"
"395",110893,108695,0,14,181,34,25,"False","True","True","False","Argiloso",NA,"False"
"396",113054,91354,0,64,231,23,17,"False","True","True","True","Arenoso",NA,"False"
"397",133914,82597,0,92,35,24,19,"False","False","True","True","Humífero","Historicamente alagavel","False"
"398",8234,9617,7,78,367,26,12,"True","False","True","False","humífero",NA,"False"
"399",16076,23132,41,10,49,-3,22,"True","True","False","False","Arenoso",NA,"True"
"400",171353,173118,0,17,80,20,21,"False","True","False","False","Arenoso",NA,"False"
"401",33787,40482,0,83,116,30,15,"True","True","True","False","Argiloso",NA,"False"
"402",4825,3244,7,29,235,17,34,"False","False","True","False","humífero",NA,"False"
"403",15840,16598,44,51,284,24,85,"True","False","True","False","Argiloso",NA,"False"
"404",17013,16061,0,40,22,16,4,"False","False","True","False","humífero",NA,"False"
"405",42096,41877,0,70,32,8,15,"True","True","True","False","humífero","Queimada Recente","False"
"406",112092,199215,27,46,216,26,52,"False","False","True","True","humífero",NA,"True"
"407",95808,96644,47,17,91,26,55,"False","False","False","False","Arenoso",NA,"True"
"408",46218,73763,18,54,424,8,33,"True","True","True","False","Arenoso",NA,"True"
"409",31532,41564,18,42,175,10,68,"False","False","True","True","Arenoso",NA,"False"
"410",133286,104359,10,49,255,4,67,"False","True","True","True","Arenoso",NA,"False"
"411",58476,67014,35,51,76,15,72,"False","True","False","True","Arenoso",NA,"False"
"412",19248,33574,13,23,278,20,66,"False","False","False","True","Humífero",NA,"True"
"413",17753,29486,28,25,440,21,46,"False","False","True","False","Arenoso",NA,"True"
"414",19124,19562,0,59,181,20,16,"False","True","True","False","Arenoso",NA,"False"
"415",79217,50118,6,25,12,24,22,"False","False","True","False","Arenoso",NA,"False"
"416",24478,22599,7,15,175,19,10,"False","False","False","False","Humífero",NA,"False"
"417",60282,92050,14,37,18,20,28,"True","False","True","False","Argiloso",NA,"True"
"418",152804,89685,21,36,173,31,21,"True","True","False","True","Argiloso",NA,"True"
"419",18630,28158,2,69,258,12,9,"True","True","False","False","Arenoso",NA,"True"
"420",56018,80744,5,48,379,7,32,"False","False","True","False","Arenoso","Queimada Recente","False"
"421",39793,49074,0,53,211,29,34,"False","True","False","False","Argiloso","Queimada Recente","False"
"422",127450,149065,23,16,442,17,70,"False","False","True","True","Argiloso",NA,"False"
"423",161277,233707,0,6,141,8,27,"True","False","False","True","Humífero","Mare alta","True"
"424",163361,236245,12,26,12,28,57,"False","False","False","False","Argiloso",NA,"False"
"425",86235,83525,11,33,178,0,36,"False","False","True","False","Arenoso",NA,"False"
"426",65219,66530,24,22,337,16,35,"False","False","True","False","Arenoso",NA,"False"
"427",88532,94529,0,35,159,27,17,"False","False","True","False","Arenoso","Historicamente alagavel","False"
"428",82144,101114,0,0,91,19,12,"False","False","True","True","Arenoso",NA,"False"
"429",52188,59436,0,27,124,20,18,"False","False","True","True","Argiloso","Historicamente alagavel","False"
"430",87142,131737,28,24,209,12,55,"False","False","False","False","Arenoso",NA,"True"
"431",85999,62646,0,41,72,11,5,"False","False","False","False","Arenoso",NA,"False"
"432",74245,121315,3,40,41,4,22,"False","False","True","True","Arenoso",NA,"True"
"433",174269,201467,0,75,78,16,11,"False","False","False","True","Argiloso",NA,"False"
"434",171955,167800,27,0,148,16,67,"False","True","True","True","Arenoso",NA,"False"
"435",75137,76630,37,2,14,13,31,"True","False","False","True","Humífero",NA,"False"
"436",108500,136539,0,11,81,19,26,"False","False","False","True","Arenoso",NA,"False"
"437",17374,24364,42,19,122,29,60,"False","False","False","False","Arenoso","Queimada Recente","True"
"438",110875,110235,11,24,50,25,61,"False","False","False","False","Humífero","Queimada Recente","False"
"439",36444,46346,13,19,79,14,22,"False","False","True","False","humífero",NA,"False"
"440",112997,185895,1,22,205,22,4,"True","False","False","False","Argiloso",NA,"True"
"441",6425,11964,0,7,123,29,7,"False","False","True","False","Humífero",NA,"True"
"442",4335,3599,50,21,294,13,82,"False","True","True","False","Arenoso",NA,"False"
"443",160588,215638,8,23,359,14,17,"False","False","True","False","Argiloso",NA,"False"
"444",36373,47564,0,11,396,31,11,"True","True","True","True","humífero",NA,"True"
"445",80304,74578,31,63,269,13,56,"False","True","True","False","Argiloso",NA,"False"
"446",16701,22908,0,49,337,21,25,"True","False","False","False","Arenoso",NA,"False"
"447",168330,231185,0,45,70,20,14,"False","True","True","True","Arenoso",NA,"True"
"448",48982,90802,0,20,198,24,17,"False","False","True","False","Argiloso",NA,"True"
"449",71899,96946,25,15,248,23,72,"False","False","False","False","Arenoso",NA,"False"
"450",45359,60957,14,6,20,0,39,"False","True","True","True","Argiloso",NA,"False"
"451",103691,116434,0,69,158,23,22,"False","True","True","False","Arenoso",NA,"False"
"452",64067,77128,43,19,181,26,28,"False","True","False","True","humífero",NA,"False"
"453",81211,91108,43,37,125,23,32,"False","False","False","True","Arenoso",NA,"True"
"454",116784,93746,0,26,103,25,15,"False","False","True","True","Arenoso",NA,"False"
"455",26634,23661,20,36,27,8,56,"True","True","False","True","Arenoso","Queimada Recente","False"
"456",69960,94517,59,30,87,18,23,"False","False","True","False","Arenoso",NA,"False"
"457",133818,173343,0,65,155,6,25,"True","False","True","True","Argiloso","Historicamente alagavel","False"
"458",63213,69109,0,48,143,24,22,"False","False","True","False","Arenoso",NA,"False"
"459",52757,78735,0,40,125,31,14,"False","False","True","False","Argiloso",NA,"False"
"460",148347,164597,22,33,342,27,62,"True","False","False","False","Arenoso","Queimada Recente","False"
"461",24613,33430,0,33,396,26,15,"True","False","False","True","Arenoso",NA,"False"
"462",128509,178694,27,25,125,32,45,"False","True","False","True","Argiloso",NA,"True"
"463",58693,57550,0,1,209,3,11,"True","False","False","False","Argiloso",NA,"False"
"464",14701,16458,29,61,294,20,47,"False","False","True","False","Argiloso",NA,"False"
"465",168677,157343,35,17,43,16,62,"True","True","True","False","Argiloso",NA,"False"
"466",37242,36436,60,26,150,24,91,"False","False","False","True","Argiloso",NA,"False"
"467",31205,47203,0,39,23,19,14,"False","False","True","False","Humífero",NA,"True"
"468",140346,178293,32,28,145,27,51,"False","False","True","False","Arenoso",NA,"False"
"469",25461,39039,6,37,253,18,11,"False","False","True","False","Arenoso",NA,"True"
"470",17611,28668,24,53,20,16,27,"True","False","True","True","Argiloso",NA,"True"
"471",92674,100896,0,39,99,21,14,"True","False","True","False","Arenoso","Mare alta","True"
"472",33609,22318,0,10,357,29,6,"True","False","True","False","Argiloso","Historicamente alagavel","False"
"473",5367,5152,0,40,161,17,8,"False","False","False","False","Arenoso",NA,"False"
"474",99403,87192,12,39,140,2,66,"True","False","True","False","Arenoso",NA,"False"
"475",42666,50443,40,4,15,2,53,"False","True","True","False","Argiloso",NA,"False"
"476",47709,49292,17,23,55,14,72,"True","False","True","False","Humífero",NA,"False"
"477",132649,107263,31,84,60,11,46,"False","False","False","False","Arenoso",NA,"False"
"478",12600,14524,53,10,216,24,43,"True","True","True","False","Arenoso",NA,"False"
"479",14616,14450,4,19,148,10,5,"True","True","True","False","Arenoso",NA,"False"
"480",9883,13329,19,73,103,22,34,"False","False","True","False","Arenoso",NA,"False"
"481",77426,93764,0,41,65,21,9,"False","False","False","False","Arenoso",NA,"False"
"482",154096,239094,0,15,139,25,17,"True","False","True","False","humífero","Queimada Recente","True"
"483",55233,48416,0,13,106,23,21,"False","True","False","False","Argiloso",NA,"False"
"484",67040,89364,0,15,245,22,14,"False","True","True","True","Argiloso","Mare alta","False"
"485",4770,7457,0,39,153,22,11,"False","False","True","True","Arenoso",NA,"True"
"486",170188,179842,0,11,379,20,19,"False","True","True","False","Humífero",NA,"False"
"487",85600,70020,35,90,68,26,46,"False","True","True","True","Arenoso",NA,"False"
"488",25058,21448,0,51,300,28,27,"False","True","True","False","Arenoso",NA,"False"
"489",116271,147630,14,10,243,16,87,"False","False","False","True","Argiloso",NA,"False"
"490",13805,17062,9,70,322,11,7,"False","True","True","False","humífero",NA,"False"
"491",173624,123200,0,18,213,28,23,"False","False","False","True","Argiloso","Mare alta","False"
"492",104467,90567,6,22,299,15,5,"True","False","False","True","Argiloso","Queimada Recente","False"
"493",71873,78636,44,19,108,32,22,"False","False","True","False","Arenoso",NA,"False"
"494",55507,65509,0,87,146,29,13,"False","False","True","True","Arenoso",NA,"False"
"495",94855,154002,3,56,82,32,15,"True","True","False","False","Arenoso",NA,"True"
"496",151955,112039,42,68,40,3,92,"False","False","True","False","Argiloso",NA,"False"
"497",55518,82925,21,8,89,21,33,"False","False","False","False","Arenoso",NA,"False"
"498",29054,41381,19,27,288,19,25,"False","False","True","True","humífero",NA,"False"
"499",113971,108252,0,24,415,21,8,"False","False","True","False","Argiloso",NA,"False"
"500",6443,10406,20,62,70,7,59,"False","True","True","True","Argiloso","Historicamente alagavel","True"
"501",31595,36494,18,87,95,17,20,"False","False","True","False","Arenoso",NA,"False"
"502",20987,31563,11,21,84,33,92,"False","False","False","False","humífero",NA,"True"
"503",93893,117256,0,14,260,17,3,"False","False","True","False","humífero",NA,"False"
"504",126182,131662,0,62,82,17,4,"False","False","True","False","Arenoso","Queimada Recente","False"
"505",51641,51141,0,3,307,20,9,"False","False","True","True","Arenoso",NA,"True"
"506",105264,102006,0,14,325,15,23,"False","False","True","False","humífero",NA,"False"
"507",81760,134046,0,95,86,18,10,"False","True","True","False","Argiloso",NA,"True"
"508",115508,93512,0,42,37,6,13,"True","False","True","True","Argiloso",NA,"False"
"509",81780,115183,0,2,94,27,11,"False","True","True","True","Argiloso",NA,"False"
"510",7191,6279,3,37,318,15,14,"False","False","True","True","Argiloso",NA,"False"
"511",157935,87390,15,26,319,14,53,"True","False","False","True","Arenoso",NA,"False"
"512",14682,17959,0,30,394,13,7,"False","False","True","False","Arenoso",NA,"False"
"513",32424,47428,30,43,52,21,41,"False","False","True","False","Arenoso",NA,"False"
"514",19552,25211,0,47,184,10,24,"False","True","True","False","Humífero",NA,"False"
"515",41306,35711,0,25,153,37,5,"False","False","True","False","Arenoso",NA,"False"
"516",113582,126768,0,50,285,22,36,"False","False","True","True","Arenoso",NA,"False"
"517",153639,121596,0,16,25,18,30,"True","True","True","False","Arenoso",NA,"False"
"518",37413,50976,28,94,112,22,34,"True","False","True","False","Arenoso",NA,"False"
"519",100886,136937,9,20,2,20,7,"True","False","False","False","Humífero",NA,"False"
"520",133773,174190,0,50,374,20,21,"True","True","True","False","Arenoso","Historicamente alagavel","False"
"521",76008,105701,0,22,49,26,15,"False","True","True","True","Argiloso",NA,"False"
"522",127425,126182,21,64,290,23,93,"False","False","True","False","Arenoso",NA,"False"
"523",5075,7221,17,4,174,22,35,"False","False","True","False","Humífero",NA,"False"
"524",23672,29854,32,42,101,22,46,"False","False","True","False","Arenoso",NA,"False"
"525",54385,57128,0,32,117,7,5,"True","False","False","True","Arenoso",NA,"False"
"526",109952,187220,0,44,301,19,33,"False","False","True","False","Argiloso",NA,"True"
"527",43561,64145,40,24,44,15,53,"False","False","True","False","Humífero",NA,"False"
"528",140313,92388,6,30,22,20,11,"False","False","True","True","Arenoso","Historicamente alagavel","True"
"529",63265,51152,40,20,5,20,54,"True","True","False","False","Humífero",NA,"False"
"530",55039,85402,7,50,206,21,9,"False","False","True","False","Arenoso","Mare alta","True"
"531",156202,163898,0,21,145,29,5,"False","False","True","False","Argiloso",NA,"False"
"532",104214,77230,0,14,267,13,5,"False","False","True","False","Arenoso","Historicamente alagavel","False"
"533",174820,198095,13,54,200,6,21,"True","True","True","False","Arenoso",NA,"False"
"534",44635,70303,33,49,32,38,29,"True","False","False","True","Argiloso","Mare alta","True"
"535",57602,91532,0,6,264,35,7,"True","False","False","False","Argiloso",NA,"True"
"536",63500,62423,27,18,77,22,55,"False","False","True","False","Argiloso","Historicamente alagavel","False"
"537",172366,285792,0,44,35,5,30,"False","False","False","True","Argiloso",NA,"True"
"538",10147,10309,0,55,83,35,10,"False","True","True","False","Arenoso",NA,"False"
"539",121039,216594,0,39,29,11,38,"True","False","True","True","Arenoso",NA,"True"
"540",151380,143662,19,24,35,18,31,"False","False","False","True","Arenoso",NA,"False"
"541",107162,197455,23,65,137,18,63,"False","True","True","True","Arenoso","Mare alta","True"
"542",42129,53153,23,7,8,0,54,"False","True","False","False","Argiloso",NA,"False"
"543",84790,122328,0,35,221,19,10,"False","False","True","False","Arenoso",NA,"False"
"544",182002,183583,0,6,164,20,24,"False","False","False","False","Arenoso",NA,"False"
"545",66534,102299,0,37,244,12,9,"False","True","True","False","Humífero",NA,"True"
"546",92015,111353,19,6,43,6,28,"False","False","True","False","Arenoso","Queimada Recente","False"
"547",84731,132726,0,51,113,24,21,"False","True","False","False","Arenoso",NA,"True"
"548",57251,58150,0,31,55,8,14,"True","False","True","False","Humífero",NA,"False"
"549",113366,124854,28,48,489,30,26,"False","False","True","False","Arenoso",NA,"False"
"550",20458,16744,0,28,18,24,7,"True","False","True","True","Arenoso",NA,"False"
"551",152523,164819,17,36,285,37,31,"True","False","False","True","Arenoso",NA,"True"
"552",84502,131320,37,40,105,32,40,"False","True","False","False","Arenoso",NA,"True"
"553",8060,13496,12,30,322,14,77,"False","False","True","False","Arenoso",NA,"True"
"554",7701,8035,18,19,225,3,54,"False","False","True","True","Arenoso","Historicamente alagavel","False"
"555",30975,31508,7,86,172,24,18,"True","True","False","True","Arenoso",NA,"False"
"556",154793,152006,0,2,443,33,11,"True","False","True","False","Arenoso",NA,"False"
"557",11697,9631,14,32,68,5,49,"True","False","True","False","Argiloso",NA,"False"
"558",17548,25586,0,9,247,11,7,"False","False","True","False","Argiloso","Mare alta","False"
"559",147833,169407,0,54,259,5,11,"False","False","True","False","Argiloso",NA,"False"
"560",17883,23787,26,44,46,16,34,"False","False","True","False","humífero",NA,"False"
"561",72890,75497,0,6,178,25,31,"False","False","True","True","Arenoso",NA,"False"
"562",77620,91011,0,21,96,24,2,"True","True","True","False","Argiloso",NA,"False"
"563",26491,19497,0,43,162,14,4,"False","False","True","False","Arenoso","Queimada Recente","False"
"564",75546,90604,0,27,17,22,27,"False","True","True","False","Arenoso",NA,"False"
"565",69500,85391,0,5,280,13,9,"False","False","True","True","Arenoso","Historicamente alagavel","False"
"566",98933,107332,21,4,8,24,30,"True","False","True","True","Humífero",NA,"False"
"567",84574,70110,0,69,209,13,20,"False","True","True","False","Arenoso","Mare alta","False"
"568",119011,116005,34,34,113,10,27,"False","False","True","True","Argiloso",NA,"False"
"569",29785,41050,35,89,167,17,81,"False","False","True","False","Humífero",NA,"False"
"570",21094,14500,33,22,113,18,66,"False","True","True","False","Arenoso",NA,"False"
"571",4310,6584,0,18,55,27,29,"False","False","True","False","Arenoso",NA,"True"
"572",169105,152401,0,2,33,22,8,"True","False","False","True","Arenoso",NA,"False"
"573",91180,147117,0,54,118,21,7,"False","False","True","False","Arenoso",NA,"True"
"574",49462,30434,0,46,252,5,18,"False","False","True","False","Arenoso",NA,"False"
"575",63850,58127,0,36,253,22,8,"False","False","True","False","Arenoso",NA,"False"
"576",126373,151470,0,13,15,17,9,"False","True","True","False","Arenoso",NA,"False"
"577",5231,7912,6,58,318,20,31,"True","False","True","True","Argiloso",NA,"True"
"578",33919,35017,0,3,242,14,25,"False","True","True","False","Arenoso",NA,"False"
"579",5856,4833,0,55,233,15,5,"False","False","False","True","Arenoso",NA,"False"
"580",10319,10465,15,12,7,13,21,"False","False","True","False","Argiloso","Historicamente alagavel","False"
"581",79225,88897,0,30,25,22,19,"True","False","False","False","Arenoso",NA,"False"
"582",138733,227019,34,45,384,24,26,"False","False","True","False","Argiloso",NA,"True"
"583",8969,9545,0,79,338,34,10,"True","False","True","False","humífero","Mare alta","True"
"584",81726,105200,0,64,90,17,23,"False","False","False","True","Arenoso",NA,"False"
"585",109102,170773,0,60,285,13,22,"False","True","False","False","Arenoso",NA,"True"
"586",19685,34057,0,15,149,23,13,"False","True","False","False","Arenoso",NA,"True"
"587",188092,207652,0,11,338,18,24,"False","True","False","False","Arenoso","Historicamente alagavel","False"
"588",52348,39115,0,37,256,14,36,"True","True","True","False","Argiloso",NA,"False"
"589",88144,153918,51,43,197,33,74,"False","False","False","False","Argiloso",NA,"True"
"590",17326,28988,59,22,240,20,40,"False","False","True","False","humífero",NA,"True"
"591",62134,46796,0,22,73,12,8,"False","False","True","True","Arenoso",NA,"False"
"592",145181,199560,0,32,277,25,22,"False","False","True","False","humífero",NA,"False"
"593",4132,4002,0,1,79,38,20,"True","True","True","False","Arenoso",NA,"False"
"594",23450,22901,0,6,55,21,7,"False","True","False","False","Argiloso",NA,"False"
"595",71272,61886,44,5,26,20,49,"False","False","True","False","Argiloso",NA,"False"
"596",28229,42538,39,20,208,20,29,"False","False","True","False","Arenoso",NA,"True"
"597",84931,102577,22,4,234,14,73,"False","False","False","False","Arenoso",NA,"False"
"598",39355,26552,35,14,338,-1,71,"False","False","True","True","Arenoso",NA,"False"
"599",90776,90843,21,8,259,29,49,"True","True","True","False","Argiloso",NA,"False"
"600",173367,149105,0,31,54,8,12,"True","False","False","False","Arenoso",NA,"False"
"601",34156,26260,0,40,109,4,20,"True","False","False","True","Arenoso",NA,"False"
"602",62429,79065,0,39,17,12,21,"False","False","True","False","Arenoso",NA,"False"
"603",37855,37701,11,57,136,25,37,"False","True","True","False","Arenoso",NA,"False"
"604",106955,135784,21,31,258,25,48,"False","False","True","True","Arenoso","Mare alta","False"
"605",21370,22456,0,96,127,12,22,"True","True","True","True","Arenoso",NA,"False"
"606",155784,160212,0,44,285,34,19,"False","False","False","False","Arenoso",NA,"False"
"607",6768,8121,46,34,24,31,21,"True","False","True","True","Humífero",NA,"True"
"608",128428,107706,0,37,128,13,15,"False","False","False","True","Argiloso","Historicamente alagavel","False"
"609",126632,99321,0,29,65,22,20,"False","True","True","False","Humífero",NA,"False"
"610",41622,48899,22,48,385,6,42,"True","False","True","False","Arenoso",NA,"False"
"611",29634,51753,0,32,467,25,5,"False","False","True","True","Arenoso",NA,"True"
"612",166673,123030,6,49,107,8,7,"True","True","True","False","Arenoso",NA,"False"
"613",22961,36744,0,16,277,26,19,"True","False","False","False","Arenoso",NA,"True"
"614",76765,81728,29,48,134,15,93,"False","False","True","True","Arenoso",NA,"False"
"615",39206,68105,0,44,15,20,13,"False","False","True","False","Arenoso",NA,"True"
"616",113457,153138,10,21,134,30,66,"False","False","True","False","Arenoso",NA,"False"
"617",26563,38532,0,41,217,28,13,"False","False","True","True","Argiloso",NA,"False"
"618",67559,93995,14,72,63,2,36,"False","False","True","False","Argiloso",NA,"False"
"619",123772,146515,9,38,40,11,10,"False","True","True","False","Arenoso",NA,"False"
"620",96748,118545,0,66,92,21,4,"True","False","True","False","Arenoso",NA,"False"
"621",128228,138496,23,46,46,20,48,"False","False","True","True","Arenoso","Queimada Recente","False"
"622",68619,48561,0,29,273,12,10,"True","False","False","True","Arenoso",NA,"False"
"623",92072,85261,8,77,71,34,31,"False","False","False","False","Arenoso",NA,"False"
"624",89069,78694,11,26,277,12,52,"False","False","False","True","Argiloso",NA,"False"
"625",21029,18893,0,31,34,8,26,"True","False","True","False","Argiloso",NA,"False"
"626",27134,38914,55,1,286,25,86,"True","True","True","False","Argiloso",NA,"False"
"627",30999,21476,0,31,104,10,13,"False","True","True","True","Arenoso",NA,"False"
"628",48557,46622,23,29,193,8,27,"False","False","True","False","Arenoso",NA,"False"
"629",12064,23571,22,9,45,10,85,"False","False","True","True","Humífero",NA,"True"
"630",131588,238628,0,11,171,14,26,"False","True","False","False","Arenoso",NA,"True"
"631",56409,42635,5,53,300,14,20,"True","False","True","True","Arenoso",NA,"False"
"632",65241,76826,0,33,181,23,11,"False","True","True","True","Arenoso",NA,"False"
"633",52933,35025,0,74,119,18,16,"False","False","True","True","Arenoso",NA,"False"
"634",54927,57213,55,12,136,26,26,"True","False","False","True","Arenoso",NA,"True"
"635",53107,85175,0,36,33,15,20,"False","False","True","False","Arenoso",NA,"True"
"636",52961,64260,4,16,177,15,19,"True","False","True","True","Arenoso",NA,"False"
"637",3829,3531,5,76,399,17,14,"False","True","True","False","Argiloso",NA,"False"
"638",109390,177968,0,36,157,13,9,"True","False","True","True","Argiloso",NA,"True"
"639",164170,253783,4,11,461,13,32,"False","False","True","True","Arenoso","Historicamente alagavel","True"
"640",146674,137063,2,2,90,19,9,"False","False","False","False","Arenoso","Historicamente alagavel","False"
"641",59507,63104,33,17,164,23,28,"False","True","True","False","Humífero",NA,"False"
"642",88067,88697,9,13,239,20,17,"True","False","False","False","Arenoso",NA,"False"
"643",89367,67844,0,15,71,16,4,"False","False","False","False","Humífero",NA,"False"
"644",168927,164734,42,3,90,27,36,"False","True","True","False","Arenoso","Queimada Recente","False"
"645",57638,68164,0,33,82,32,8,"True","False","True","False","Humífero","Mare alta","True"
"646",90355,105114,18,86,77,3,36,"True","True","False","True","Arenoso",NA,"False"
"647",4468,4062,0,54,172,19,13,"False","True","True","False","Arenoso",NA,"False"
"648",56830,36073,16,78,221,6,43,"False","False","True","True","Argiloso",NA,"False"
"649",170702,188337,0,9,295,34,21,"False","False","True","False","Arenoso",NA,"False"
"650",114650,130378,0,54,49,5,6,"False","False","True","True","Arenoso",NA,"False"
"651",68845,104134,0,6,222,22,6,"True","False","False","False","Arenoso",NA,"True"
"652",95191,108015,10,53,10,7,40,"False","False","False","False","humífero",NA,"False"
"653",62269,57130,0,10,26,11,17,"False","False","False","False","Argiloso",NA,"False"
"654",64369,42894,0,57,109,9,9,"True","True","False","True","Humífero",NA,"False"
"655",105442,140623,5,83,237,31,19,"False","False","True","True","Argiloso",NA,"True"
"656",121189,141274,0,17,153,2,15,"False","False","False","False","Arenoso",NA,"False"
"657",60974,79762,0,32,36,14,26,"False","True","False","True","humífero",NA,"False"
"658",89228,121723,0,6,292,26,18,"False","True","True","False","Humífero",NA,"False"
"659",73792,78143,18,0,6,20,61,"False","False","False","True","Arenoso",NA,"False"
"660",29878,27987,0,37,219,25,28,"False","True","True","True","Argiloso",NA,"False"
"661",74389,93257,22,0,393,20,49,"False","True","True","False","Argiloso",NA,"False"
"662",38368,30463,0,44,367,21,19,"False","False","True","True","Argiloso",NA,"False"
"663",73838,89332,34,62,179,34,69,"False","True","False","False","Argiloso",NA,"False"
"664",20051,34056,0,70,458,35,14,"False","False","True","False","Argiloso","Queimada Recente","True"
"665",107828,141726,0,26,36,14,9,"False","True","True","True","Argiloso",NA,"False"
"666",155166,176454,14,88,101,20,79,"False","False","False","True","Arenoso",NA,"False"
"667",2976,3381,24,60,262,30,56,"False","True","True","True","Arenoso","Mare alta","False"
"668",22547,22850,0,32,238,-3,32,"False","False","False","False","Argiloso",NA,"False"
"669",131402,173574,52,5,441,9,35,"False","True","True","True","Arenoso",NA,"True"
